,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
285,,[115],True,Representative for New York's 20th congressional district,20.0,2019-01-03,2463 Rayburn HOB; Washington DC 20515-3220,,,,2463 Rayburn House Office Building,http://tonko.house.gov/rss/press-releases.xml,44012,,Democrat,T000469,1949-06-18,1031353.0,Paul,male,Male,412319,Tonko,https://www.govtrack.us/congress/members/paul_tonko/412319,,Rep. Paul Tonko [D-NY20],,,N00030196,4403.0,"Tonko, Paul (Rep.) [D-NY20]",RepPaulTonko,reppaultonko,202-225-5076,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://tonko.house.gov
286,,[115],True,Representative for Ohio's 11th congressional district,11.0,2019-01-03,2344 Rayburn HOB; Washington DC 20515-3511,,,,2344 Rayburn House Office Building,http://fudge.house.gov/common/rss//index.cfm?rss=25,44013,,Democrat,F000455,1952-10-29,1030928.0,Marcia,female,Female,412327,Fudge,https://www.govtrack.us/congress/members/marcia_fudge/412327,L.,Rep. Marcia Fudge [D-OH11],,,N00030490,110640.0,"Fudge, Marcia (Rep.) [D-OH11]",RepMarciaFudge,marcialfudge,202-225-7032,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,https://fudge.house.gov
287,,[115],True,Representative for Illinois's 5th congressional district,5.0,2019-01-03,2458 Rayburn HOB; Washington DC 20515-1305,,,,2458 Rayburn House Office Building,http://quigley.house.gov/index.php?format=feed&amp;type=rss,44015,,Democrat,Q000023,1958-10-17,9263344.0,Mike,male,Male,412331,Quigley,https://www.govtrack.us/congress/members/mike_quigley/412331,,Rep. Mike Quigley [D-IL5],,,N00030581,83310.0,"Quigley, Mike (Rep.) [D-IL5]",RepMikeQuigley,RepMikeQuigley,202-225-4061,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://quigley.house.gov
288,,[115],True,Representative for California's 27th congressional district,27.0,2019-01-03,2423 Rayburn HOB; Washington DC 20515-0527,,,,2423 Rayburn House Office Building,http://chu.house.gov/rss.xml,44016,,Democrat,C001080,1953-07-07,92573.0,Judy,female,Female,412379,Chu,https://www.govtrack.us/congress/members/judy_chu/412379,M.,Rep. Judy Chu [D-CA27],,,N00030600,16539.0,"Chu, Judy (Rep.) [D-CA27]",RepJudyChu,RepJudyChu,202-225-5464,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://chu.house.gov
289,,[115],True,Representative for California's 3rd congressional district,3.0,2019-01-03,2438 Rayburn HOB; Washington DC 20515-0503,,,,2438 Rayburn House Office Building,http://garamendi.house.gov/rss.xml,44017,,Democrat,G000559,1945-01-24,18413.0,John,male,Male,412382,Garamendi,https://www.govtrack.us/congress/members/john_garamendi/412382,,Rep. John Garamendi [D-CA3],,,N00030856,29664.0,"Garamendi, John (Rep.) [D-CA3]",RepGaramendi,garamendiCA10,202-225-1880,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,http://garamendi.house.gov
290,,[115],True,Representative for Florida's 22nd congressional district,22.0,2019-01-03,2447 Rayburn HOB; Washington DC 20515-0922,,,,2447 Rayburn House Office Building,http://teddeutch.house.gov/news/rss.aspx,44018,,Democrat,D000610,1966-05-07,9267613.0,Theodore,male,Male,412385,Deutch,https://www.govtrack.us/congress/members/theodore_deutch/412385,E.,Rep. Theodore Deutch [D-FL22],,,N00031317,67151.0,"Deutch, Theodore (Rep.) [D-FL22]",RepTedDeutch,congressmanteddeutch,202-225-9890,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://teddeutch.house.gov
291,,[115],True,Representative for Georgia's 14th congressional district,14.0,2019-01-03,2078 Rayburn HOB; Washington DC 20515-1014,,,,2078 Rayburn House Office Building,http://tomgraves.house.gov/news/rss.aspx,44019,,Republican,G000560,1970-02-03,11519.0,Tom,male,Male,412388,Graves,https://www.govtrack.us/congress/members/tom_graves/412388,,Rep. Tom Graves [R-GA14],,,N00030788,31969.0,"Graves, Tom (Rep.) [R-GA14]",RepTomGraves,CongressmanGraves,202-225-5211,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,http://tomgraves.house.gov
292,,[115],True,Representative for New York's 23rd congressional district,23.0,2019-01-03,2437 Rayburn HOB; Washington DC 20515-3223,,,,2437 Rayburn House Office Building,http://reed.house.gov/rss.xml,44020,,Republican,R000585,1971-11-18,623468.0,Tom,male,Male,412393,Reed,https://www.govtrack.us/congress/members/tom_reed/412393,W.,Rep. Tom Reed [R-NY23],II,,N00030949,127046.0,"Reed, Tom (Rep.) [R-NY23]",RepTomReed,CongressmanTomReed,202-225-3161,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://reed.house.gov
293,,[115],True,Representative for Alabama's 2nd congressional district,2.0,2019-01-03,442 Cannon HOB; Washington DC 20515-0102,,,,442 Cannon House Office Building,http://roby.house.gov/rss.xml,44021,,Republican,R000591,1976-07-27,61712.0,Martha,female,Female,412394,Roby,https://www.govtrack.us/congress/members/martha_roby/412394,,Rep. Martha Roby [R-AL2],,,N00030768,71604.0,"Roby, Martha (Rep.) [R-AL2]",RepMarthaRoby,reproby,202-225-2901,representative,Representative,,,,,2017-01-03,AL,Rep.,Representative,http://roby.house.gov
294,,[115],True,Representative for Alabama's 5th congressional district,5.0,2019-01-03,2400 Rayburn HOB; Washington DC 20515-0105,,,,2400 Rayburn House Office Building,http://brooks.house.gov/rss/press-releases.xml,44022,,Republican,B001274,1954-04-29,94888.0,Mo,male,Male,412395,Brooks,https://www.govtrack.us/congress/members/mo_brooks/412395,,Rep. Mo Brooks [R-AL5],,,N00030910,121610.0,"Brooks, Mo (Rep.) [R-AL5]",RepMoBrooks,RepMoBrooks,202-225-4801,representative,Representative,,,,,2017-01-03,AL,Rep.,Representative,https://brooks.house.gov
295,,[115],True,Representative for Alabama's 7th congressional district,7.0,2019-01-03,2201 Rayburn HOB; Washington DC 20515-0107,,,,2201 Rayburn House Office Building,http://sewell.house.gov/rss.xml,44023,,Democrat,S001185,1965-01-01,623257.0,Terri,female,Female,412396,Sewell,https://www.govtrack.us/congress/members/terri_sewell/412396,A.,Rep. Terri Sewell [D-AL7],,,N00030622,121621.0,"Sewell, Terri (Rep.) [D-AL7]",RepTerriSewell,RepSewell,202-225-2665,representative,Representative,,,,,2017-01-03,AL,Rep.,Representative,https://sewell.house.gov
296,,[115],True,Representative for Arizona's 4th congressional district,4.0,2019-01-03,2057 Rayburn HOB; Washington DC 20515-0304,,,,2057 Rayburn House Office Building,http://gosar.house.gov/rss.xml,44024,,Republican,G000565,1958-11-22,62470.0,Paul,male,Male,412397,Gosar,https://www.govtrack.us/congress/members/paul_gosar/412397,A.,Rep. Paul Gosar [R-AZ4],,,N00030771,123491.0,"Gosar, Paul (Rep.) [R-AZ4]",RepGosar,repgosar,202-225-2315,representative,Representative,,,,,2017-01-03,AZ,Rep.,Representative,http://gosar.house.gov
297,,[115],True,Representative for Arizona's 6th congressional district,6.0,2019-01-03,2059 Rayburn HOB; Washington DC 20515-0306,,,,2059 Rayburn House Office Building,http://schweikert.house.gov/rss/press-releases.xml,44025,,Republican,S001183,1962-03-03,5205.0,David,male,Male,412399,Schweikert,https://www.govtrack.us/congress/members/david_schweikert/412399,,Rep. David Schweikert [R-AZ6],,,N00006460,106387.0,"Schweikert, David (Rep.) [R-AZ6]",RepDavid,RepDavidSchweikert,202-225-2190,representative,Representative,,,,,2017-01-03,AZ,Rep.,Representative,https://schweikert.house.gov
298,,[115],True,Representative for Arkansas's 1st congressional district,1.0,2019-01-03,2422 Rayburn HOB; Washington DC 20515-0401,,,,2422 Rayburn House Office Building,http://crawford.house.gov/news/rss.aspx,44026,,Republican,C001087,1966-01-22,623259.0,Eric,male,Male,412400,Crawford,https://www.govtrack.us/congress/members/eric_crawford/412400,A.,Rep. Eric “Rick” Crawford [R-AR1],,Rick,N00030770,119208.0,"Crawford, Eric “Rick” (Rep.) [R-AR1]",RepRickCrawford,RepRickCrawford,202-225-4076,representative,Representative,,,,,2017-01-03,AR,Rep.,Representative,http://crawford.house.gov
299,,[115],True,Representative for Arkansas's 3rd congressional district,3.0,2019-01-03,2412 Rayburn HOB; Washington DC 20515-0403,,,,2412 Rayburn House Office Building,http://womack.house.gov/news/rss.aspx,44027,,Republican,W000809,1957-02-18,1033625.0,Steve,male,Male,412402,Womack,https://www.govtrack.us/congress/members/steve_womack/412402,,Rep. Steve Womack [R-AR3],,,N00031857,71815.0,"Womack, Steve (Rep.) [R-AR3]",Rep_SteveWomack,CongressmanWomack,202-225-4301,representative,Representative,,,,,2017-01-03,AR,Rep.,Representative,http://womack.house.gov
300,,[115],True,Representative for California's 10th congressional district,10.0,2019-01-03,1730 Longworth HOB; Washington DC 20515-0510,,,,1730 Longworth House Office Building,http://denham.house.gov/rss.xml,44028,,Republican,D000612,1967-07-29,623287.0,Jeff,male,Male,412403,Denham,https://www.govtrack.us/congress/members/jeff_denham/412403,,Rep. Jeff Denham [R-CA10],,,N00031593,28769.0,"Denham, Jeff (Rep.) [R-CA10]",RepJeffDenham,repjeffdenham,202-225-4540,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,http://denham.house.gov
301,,[115],True,Representative for California's 37th congressional district,37.0,2019-01-03,2241 Rayburn HOB; Washington DC 20515-0537,,,,2241 Rayburn House Office Building,http://bass.house.gov/rss.xml,44029,,Democrat,B001270,1953-10-03,62502.0,Karen,female,Female,412404,Bass,https://www.govtrack.us/congress/members/karen_bass/412404,,Rep. Karen Bass [D-CA37],,,N00031877,28963.0,"Bass, Karen (Rep.) [D-CA37]",RepKarenBass,RepKarenBass,202-225-7084,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://bass.house.gov
302,,[115],True,Representative for Colorado's 3rd congressional district,3.0,2019-01-03,218 Cannon HOB; Washington DC 20515-0603,,,,218 Cannon House Office Building,http://tipton.house.gov/rss.xml,44030,,Republican,T000470,1956-11-09,60384.0,Scott,male,Male,412405,Tipton,https://www.govtrack.us/congress/members/scott_tipton/412405,R.,Rep. Scott Tipton [R-CO3],,,N00027509,65403.0,"Tipton, Scott (Rep.) [R-CO3]",RepTipton,RepScottTipton,202-225-4761,representative,Representative,,,,,2017-01-03,CO,Rep.,Representative,http://tipton.house.gov
303,,[115],True,Representative for Florida's 11th congressional district,11.0,2019-01-03,1210 Longworth HOB; Washington DC 20515-0911,,,,1210 Longworth House Office Building,http://webster.house.gov/news/rss.aspx,44031,,Republican,W000806,1949-04-27,30504.0,Daniel,male,Male,412410,Webster,https://www.govtrack.us/congress/members/daniel_webster/412410,,Rep. Daniel Webster [R-FL11],,,N00026335,24302.0,"Webster, Daniel (Rep.) [R-FL11]",RepWebster,repdanwebster,202-225-1002,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://webster.house.gov
304,,[115],True,Representative for Florida's 15th congressional district,15.0,2019-01-03,436 Cannon HOB; Washington DC 20515-0915,,,,436 Cannon House Office Building,http://dennisross.house.gov/news/rss.aspx,44032,,Republican,R000593,1959-10-18,62532.0,Dennis,male,Male,412411,Ross,https://www.govtrack.us/congress/members/dennis_ross/412411,A.,Rep. Dennis Ross [R-FL15],,,N00030645,12813.0,"Ross, Dennis (Rep.) [R-FL15]",RepDennisRoss,RepDennisRoss,202-225-1252,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://dennisross.house.gov
305,,[115],True,Representative for Florida's 24th congressional district,24.0,2019-01-03,2445 Rayburn HOB; Washington DC 20515-0924,,,,2445 Rayburn House Office Building,http://wilson.house.gov/common/rss//index.cfm?rss=49,44033,,Democrat,W000808,1942-11-05,87016.0,Frederica,female,Female,412412,Wilson,https://www.govtrack.us/congress/members/frederica_wilson/412412,S.,Rep. Frederica Wilson [D-FL24],,,N00030650,17319.0,"Wilson, Frederica (Rep.) [D-FL24]",RepWilson,repfredericawilson,202-225-4506,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,https://wilson.house.gov
306,,[115],True,Representative for Georgia's 7th congressional district,7.0,2019-01-03,1724 Longworth HOB; Washington DC 20515-1007,,,,1724 Longworth House Office Building,http://woodall.house.gov/rss.xml,44034,,Republican,W000810,1970-02-11,623342.0,Rob,male,Male,412416,Woodall,https://www.govtrack.us/congress/members/rob_woodall/412416,,Rep. Rob Woodall [R-GA7],,,N00032416,122251.0,"Woodall, Rob (Rep.) [R-GA7]",RepRobWoodall,RobWoodallGA07,202-225-4272,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,https://woodall.house.gov
307,,[115],True,Representative for Georgia's 8th congressional district,8.0,2019-01-03,2417 Rayburn HOB; Washington DC 20515-1008,,,,2417 Rayburn House Office Building,http://austinscott.house.gov/index.php?format=feed&amp;type=rss,44035,,Republican,S001189,1969-12-10,623344.0,Austin,male,Male,412417,Scott,https://www.govtrack.us/congress/members/austin_scott/412417,,Rep. Austin Scott [R-GA8],,,N00032457,11812.0,"Scott, Austin (Rep.) [R-GA8]",AustinScottGA08,RepAustinScott,202-225-6531,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,https://austinscott.house.gov
308,,[115],True,Representative for Hawaii's 1st congressional district,1.0,2019-01-03,422 Cannon HOB; Washington DC 20515-1101,,,,422 Cannon House Office Building,https://hanabusa.house.gov/rss.xml,44036,,Democrat,H001050,1951-05-04,61258.0,Colleen,female,Female,412418,Hanabusa,https://www.govtrack.us/congress/members/colleen_hanabusa/412418,W.,Rep. Colleen Hanabusa [D-HI1],,,N00025881,17745.0,"Hanabusa, Colleen (Rep.) [D-HI1]",,,202-225-2726,representative,Representative,,,,,2017-01-03,HI,Rep.,Representative,https://hanabusa.house.gov
309,,[115],True,Representative for Idaho's 1st congressional district,1.0,2019-01-03,1523 Longworth HOB; Washington DC 20515-1201,,,,1523 Longworth House Office Building,http://labrador.house.gov/common/rss//index.cfm?rss=49,44037,,Republican,L000573,1967-12-08,94987.0,Raúl,male,Male,412419,Labrador,https://www.govtrack.us/congress/members/raul_labrador/412419,R.,Rep. Raúl Labrador [R-ID1],,,N00031377,57391.0,"Labrador, Raúl (Rep.) [R-ID1]",Raul_Labrador,RepLabrador,202-225-6611,representative,Representative,,,,,2017-01-03,ID,Rep.,Representative,https://labrador.house.gov
310,,[115],True,Representative for Illinois's 16th congressional district,16.0,2019-01-03,2245 Rayburn HOB; Washington DC 20515-1316,,,,2245 Rayburn House Office Building,http://kinzinger.house.gov/common/rss//index.cfm?rss=49,44038,,Republican,K000378,1978-02-27,62573.0,Adam,male,Male,412421,Kinzinger,https://www.govtrack.us/congress/members/adam_kinzinger/412421,,Rep. Adam Kinzinger [R-IL16],,,N00030667,116559.0,"Kinzinger, Adam (Rep.) [R-IL16]",RepKinzinger,RepAdamKinzinger,202-225-3635,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,http://kinzinger.house.gov
311,,[115],True,Representative for Illinois's 14th congressional district,14.0,2019-01-03,2455 Rayburn HOB; Washington DC 20515-1314,,,,2455 Rayburn House Office Building,http://hultgren.house.gov/common/rss//index.cfm?rss=49,44039,,Republican,H001059,1966-03-01,62575.0,Randy,male,Male,412422,Hultgren,https://www.govtrack.us/congress/members/randy_hultgren/412422,,Rep. Randy Hultgren [R-IL14],,,N00031104,18199.0,"Hultgren, Randy (Rep.) [R-IL14]",RepHultgren,rephultgren,202-225-2976,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,http://hultgren.house.gov
312,,[115],True,Representative for Indiana's 4th congressional district,4.0,2019-01-03,2439 Rayburn HOB; Washington DC 20515-1404,,,,2439 Rayburn House Office Building,http://rokita.house.gov/rss.xml,44040,,Republican,R000592,1970-02-09,61832.0,Todd,male,Male,412426,Rokita,https://www.govtrack.us/congress/members/todd_rokita/412426,,Rep. Todd Rokita [R-IN4],,,N00031741,34167.0,"Rokita, Todd (Rep.) [R-IN4]",ToddRokita,reptoddrokita,202-225-5037,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,http://rokita.house.gov
313,,[115],True,Representative for Indiana's 8th congressional district,8.0,2019-01-03,1005 Longworth HOB; Washington DC 20515-1408,,,,1005 Longworth House Office Building,http://bucshon.house.gov/rss.xml,44041,,Republican,B001275,1962-05-31,61837.0,Larry,male,Male,412427,Bucshon,https://www.govtrack.us/congress/members/larry_bucshon/412427,,Rep. Larry Bucshon [R-IN8],,,N00031227,120335.0,"Bucshon, Larry (Rep.) [R-IN8]",RepLarryBucshon,RepLarryBucshon,202-225-4636,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,https://bucshon.house.gov
314,,"[115, 116, 117]",True,Junior Senator from Indiana,,2023-01-03,B33 Russell Senate Office Building Washington DC 20510,,,,B33 Russell Senate Office Building,,44042,,Republican,Y000064,1972-08-24,1033743.0,Todd,male,Male,412428,Young,https://www.govtrack.us/congress/members/todd_young/412428,C.,Sen. Todd Young [R-IN],,,N00030670,120345.0,"Young, Todd (Sen.) [R-IN]",RepToddYoung,RepToddYoung,202-224-5623,senator,Senator,class3,Class 3,junior,Junior,2017-01-03,IN,Sen.,Senator,
315,,[115],True,Representative for Kansas's 3rd congressional district,3.0,2019-01-03,2433 Rayburn HOB; Washington DC 20515-1603,,,,2433 Rayburn House Office Building,http://yoder.house.gov/common/rss/index.cfm?rss=49,44043,,Republican,Y000063,1976-01-08,61843.0,Kevin,male,Male,412430,Yoder,https://www.govtrack.us/congress/members/kevin_yoder/412430,,Rep. Kevin Yoder [R-KS3],,,N00031502,34433.0,"Yoder, Kevin (Rep.) [R-KS3]",RepKevinYoder,RepYoder,202-225-2865,representative,Representative,,,,,2017-01-03,KS,Rep.,Representative,http://yoder.house.gov
316,,[115],True,Representative for Kansas's 4th congressional district,4.0,2019-01-03,2452 Rayburn HOB; Washington DC 20515-1604,,,,2452 Rayburn House Office Building,http://pompeo.house.gov/news/rss.aspx,44044,,Republican,P000602,1963-12-30,623387.0,Mike,male,Male,412431,Pompeo,https://www.govtrack.us/congress/members/mike_pompeo/412431,,Rep. Mike Pompeo [R-KS4],,,N00030744,125023.0,"Pompeo, Mike (Rep.) [R-KS4]",RepMikePompeo,congressmanpompeo,202-225-6216,representative,Representative,,,,,2017-01-03,KS,Rep.,Representative,http://pompeo.house.gov
317,,[115],True,Representative for Louisiana's 2nd congressional district,2.0,2019-01-03,420 Cannon HOB; Washington DC 20515-1802,,,,420 Cannon House Office Building,http://richmond.house.gov/rss.xml,44045,,Democrat,R000588,1973-09-13,62391.0,Cedric,male,Male,412432,Richmond,https://www.govtrack.us/congress/members/cedric_richmond/412432,L.,Rep. Cedric Richmond [D-LA2],,,N00030184,35384.0,"Richmond, Cedric (Rep.) [D-LA2]",RepRichmond,,202-225-6636,representative,Representative,,,,,2017-01-03,LA,Rep.,Representative,https://richmond.house.gov
